STATION,Weekday,AMPM,peakhr
34-Central Silk Board,1,AM,12-14hrs
34-Central Silk Board,2,AM,9-11hrs
34-Central Silk Board,3,AM,9-11hrs
34-Central Silk Board,4,AM,9-11hrs
34-Central Silk Board,5,AM,9-11hrs
34-Central Silk Board,6,AM,12-14hrs
34-Central Silk Board,7,AM,12-14hrs
34-Central Silk Board,1,PM,17-19hrs
34-Central Silk Board,2,PM,18-20hrs
34-Central Silk Board,3,PM,18-20hrs
34-Central Silk Board,4,PM,18-20hrs
34-Central Silk Board,5,PM,19-21hrs
34-Central Silk Board,6,PM,17-19hrs
34-Central Silk Board,7,PM,16-18hrs
35-Bommanahalli,1,AM,11-13hrs
35-Bommanahalli,2,AM,9-11hrs
35-Bommanahalli,3,AM,9-11hrs
35-Bommanahalli,4,AM,9-11hrs
35-Bommanahalli,5,AM,9-11hrs
35-Bommanahalli,6,AM,11-13hrs
35-Bommanahalli,7,AM,12-14hrs
35-Bommanahalli,1,PM,16-18hrs
35-Bommanahalli,2,PM,18-20hrs
35-Bommanahalli,3,PM,18-20hrs
35-Bommanahalli,4,PM,18-20hrs
35-Bommanahalli,5,PM,19-21hrs
35-Bommanahalli,6,PM,16-18hrs
35-Bommanahalli,7,PM,17-19hrs
36-Hongasandra,1,AM,12-14hrs
36-Hongasandra,2,AM,12-14hrs
36-Hongasandra,3,AM,9-11hrs
36-Hongasandra,4,AM,9-11hrs
36-Hongasandra,5,AM,9-11hrs
36-Hongasandra,6,AM,11-13hrs
36-Hongasandra,7,AM,12-14hrs
36-Hongasandra,1,PM,16-18hrs
36-Hongasandra,2,PM,18-20hrs
36-Hongasandra,3,PM,18-20hrs
36-Hongasandra,4,PM,17-19hrs
36-Hongasandra,5,PM,18-20hrs
36-Hongasandra,6,PM,17-19hrs
36-Hongasandra,7,PM,18-20hrs
37-Kudlu Gate,1,AM,12-14hrs
37-Kudlu Gate,2,AM,9-11hrs
37-Kudlu Gate,3,AM,9-11hrs
37-Kudlu Gate,4,AM,9-11hrs
37-Kudlu Gate,5,AM,9-11hrs
37-Kudlu Gate,6,AM,11-13hrs
37-Kudlu Gate,7,AM,12-14hrs
37-Kudlu Gate,1,PM,17-19hrs
37-Kudlu Gate,2,PM,18-20hrs
37-Kudlu Gate,3,PM,18-20hrs
37-Kudlu Gate,4,PM,18-20hrs
37-Kudlu Gate,5,PM,19-21hrs
37-Kudlu Gate,6,PM,16-18hrs
37-Kudlu Gate,7,PM,17-19hrs
38-Singasandra,1,AM,12-14hrs
38-Singasandra,2,AM,9-11hrs
38-Singasandra,3,AM,9-11hrs
38-Singasandra,4,AM,8-10hrs
38-Singasandra,5,AM,9-11hrs
38-Singasandra,6,AM,12-14hrs
38-Singasandra,7,AM,12-14hrs
38-Singasandra,1,PM,16-18hrs
38-Singasandra,2,PM,18-20hrs
38-Singasandra,3,PM,18-20hrs
38-Singasandra,4,PM,17-19hrs
38-Singasandra,5,PM,18-20hrs
38-Singasandra,6,PM,15-17hrs
38-Singasandra,7,PM,15-17hrs
39-Hosa Road,1,AM,12-14hrs
39-Hosa Road,2,AM,9-11hrs
39-Hosa Road,3,AM,9-11hrs
39-Hosa Road,4,AM,9-11hrs
39-Hosa Road,5,AM,9-11hrs
39-Hosa Road,6,AM,11-13hrs
39-Hosa Road,7,AM,12-14hrs
39-Hosa Road,1,PM,16-18hrs
39-Hosa Road,2,PM,18-20hrs
39-Hosa Road,3,PM,17-19hrs
39-Hosa Road,4,PM,18-20hrs
39-Hosa Road,5,PM,19-21hrs
39-Hosa Road,6,PM,15-17hrs
39-Hosa Road,7,PM,15-17hrs
